Options in 'main-linux-arm64' (PKG/CArchive):
 pyi-contents-directory _internal
Contents of 'main-linux-arm64' (PKG/CArchive):
 position, length, uncompressed_length, is_compressed, typecode, name
 355183566, 669, 1425, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/resources/accessibility/reading_mode_gdocs_helper/gdocs_script.js'
 355184235, 1624, 2375, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/resources/accessibility/reading_mode_gdocs_helper_manifest.json'
 355185859, 293, 496, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/resources/inspector_overlay/inspector_overlay_resources.grd'
 355186152, 21720, 77302, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/resources/inspector_overlay/main.js'
 355207872, 206255, 712173, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/v8_context_snapshot.bin'
 355414127, 95, 107, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/vk_swiftshader_icd.json'
 355414222, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium_headless_shell-1187/DEPENDENCIES_VALIDATED'
 355414230, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium_headless_shell-1187/INSTALLATION_COMPLETE'
 355414238, 2934, 2923, 1, 'x', 'playwright/driver/package/.local-browsers/chromium_headless_shell-1187/chrome-linux/headless_command_resources.pak'
 355417172, 770087, 789166, 1, 'x', 'playwright/driver/package/.local-browsers/chromium_headless_shell-1187/chrome-linux/headless_lib_data.pak'
 356187259, 3595924, 3763988, 1, 'x', 'playwright/driver/package/.local-browsers/chromium_headless_shell-1187/chrome-linux/headless_lib_strings.pak'
 359783183, 4578126, 10467680, 1, 'x', 'playwright/driver/package/.local-browsers/chromium_headless_shell-1187/chrome-linux/icudtl.dat'
 364361309, 206255, 712173, 1, 'x', 'playwright/driver/package/.local-browsers/chromium_headless_shell-1187/chrome-linux/v8_context_snapshot.bin'
 364567564, 95, 107, 1, 'x', 'playwright/driver/package/.local-browsers/chromium_headless_shell-1187/chrome-linux/vk_swiftshader_icd.json'
 364567659, 9344, 26526, 1, 'x', 'playwright/driver/package/.local-browsers/ffmpeg-1011/COPYING.LGPLv2.1'
 364577003, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/ffmpeg-1011/DEPENDENCIES_VALIDATED'
 364577011, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/ffmpeg-1011/INSTALLATION_COMPLETE'
 364577019, 3992, 11601, 1, 'x', 'playwright/driver/package/LICENSE'
 364581011, 175, 254, 1, 'x', 'playwright/driver/package/NOTICE'
 364581186, 108, 120, 1, 'x', 'playwright/driver/package/README.md'
 364581294, 8323, 70260, 1, 'x', 'playwright/driver/package/ThirdPartyNotices.txt'
 364589617, 311333, 2859573, 1, 'x', 'playwright/driver/package/api.json'
 364900950, 152, 174, 1, 'x', 'playwright/driver/package/bin/install_media_pack.ps1'
 364901102, 482, 957, 1, 'x', 'playwright/driver/package/bin/reinstall_chrome_beta_win.ps1'
 364901584, 473, 923, 1, 'x', 'playwright/driver/package/bin/reinstall_chrome_stable_win.ps1'
 364902057, 442, 874, 1, 'x', 'playwright/driver/package/bin/reinstall_msedge_beta_win.ps1'
 364902499, 441, 869, 1, 'x', 'playwright/driver/package/bin/reinstall_msedge_dev_win.ps1'
 364902940, 439, 856, 1, 'x', 'playwright/driver/package/bin/reinstall_msedge_stable_win.ps1'
 364903379, 419, 1857, 1, 'x', 'playwright/driver/package/browsers.json'
 364903798, 399, 634, 1, 'x', 'playwright/driver/package/index.d.ts'
 364904197, 604, 1095, 1, 'x', 'playwright/driver/package/index.js'
 364904801, 513, 1063, 1, 'x', 'playwright/driver/package/index.mjs'
 364905314, 1104, 3036, 1, 'x', 'playwright/driver/package/lib/androidServerImpl.js'
 364906418, 2155, 6231, 1, 'x', 'playwright/driver/package/lib/browserServerImpl.js'
 364908573, 1526, 4221, 1, 'x', 'playwright/driver/package/lib/cli/driver.js'
 364910099, 8380, 29129, 1, 'x', 'playwright/driver/package/lib/cli/program.js'
 364918479, 1121, 3192, 1, 'x', 'playwright/driver/package/lib/cli/programWithTestStub.js'
 364919600, 771, 1982, 1, 'x', 'playwright/driver/package/lib/client/accessibility.js'
 364920371, 3255, 13665, 1, 'x', 'playwright/driver/package/lib/client/android.js'
 364923626, 1269, 4786, 1, 'x', 'playwright/driver/package/lib/client/api.js'
 364924895, 995, 2756, 1, 'x', 'playwright/driver/package/lib/client/artifact.js'
 364925890, 1952, 6497, 1, 'x', 'playwright/driver/package/lib/client/browser.js'
 364927842, 5927, 23906, 1, 'x', 'playwright/driver/package/lib/client/browserContext.js'
 364933769, 2311, 8961, 1, 'x', 'playwright/driver/package/lib/client/browserType.js'
 364936080, 710, 1790, 1, 'x', 'playwright/driver/package/lib/client/cdpSession.js'
 364936790, 2371, 8020, 1, 'x', 'playwright/driver/package/lib/client/channelOwner.js'
 364939161, 940, 2318, 1, 'x', 'playwright/driver/package/lib/client/clientHelper.js'
 364940101, 702, 1986, 1, 'x', 'playwright/driver/package/lib/client/clientInstrumentation.js'
 364940803, 1002, 2525, 1, 'x', 'playwright/driver/package/lib/client/clientStackTrace.js'
 364941805, 806, 2316, 1, 'x', 'playwright/driver/package/lib/client/clock.js'
 364942611, 3054, 12281, 1, 'x', 'playwright/driver/package/lib/client/connection.js'
 364945665, 673, 1725, 1, 'x', 'playwright/driver/package/lib/client/consoleMessage.js'
 364946338, 574, 1486, 1, 'x', 'playwright/driver/package/lib/client/coverage.js'
 364946912, 689, 1741, 1, 'x', 'playwright/driver/package/lib/client/dialog.js'
 364947601, 660, 1807, 1, 'x', 'playwright/driver/package/lib/client/download.js'
 364948261, 1775, 6142, 1, 'x', 'playwright/driver/package/lib/client/electron.js'
 364950036, 2942, 11643, 1, 'x', 'playwright/driver/package/lib/client/elementHandle.js'
 364952978, 943, 2683, 1, 'x', 'playwright/driver/package/lib/client/errors.js'
 364953921, 2510, 9931, 1, 'x', 'playwright/driver/package/lib/client/eventEmitter.js'
 364956431, 974, 2750, 1, 'x', 'playwright/driver/package/lib/client/events.js'
 364957405, 3626, 13492, 1, 'x', 'playwright/driver/package/lib/client/fetch.js'
 364961031, 593, 1474, 1, 'x', 'playwright/driver/package/lib/client/fileChooser.js'
 364961624, 591, 1340, 1, 'x', 'playwright/driver/package/lib/client/fileUtils.js'
 364962215, 3964, 19445, 1, 'x', 'playwright/driver/package/lib/client/frame.js'
 364966179, 1104, 3035, 1, 'x', 'playwright/driver/package/lib/client/harRouter.js'
 364967283, 800, 2503, 1, 'x', 'playwright/driver/package/lib/client/input.js'
 364968083, 1313, 3947, 1, 'x', 'playwright/driver/package/lib/client/jsHandle.js'
 364969396, 581, 1350, 1, 'x', 'playwright/driver/package/lib/client/jsonPipe.js'
 364969977, 721, 2079, 1, 'x', 'playwright/driver/package/lib/client/localUtils.js'
 364970698, 2767, 15158, 1, 'x', 'playwright/driver/package/lib/client/locator.js'
 364973465, 5667, 24912, 1, 'x', 'playwright/driver/package/lib/client/network.js'
 364979132, 6263, 29458, 1, 'x', 'playwright/driver/package/lib/client/page.js'
 364985395, 896, 2224, 1, 'x', 'playwright/driver/package/lib/client/platform.js'
 364986291, 1012, 3223, 1, 'x', 'playwright/driver/package/lib/client/playwright.js'
 364987303, 889, 2337, 1, 'x', 'playwright/driver/package/lib/client/selectors.js'
 364988192, 598, 1364, 1, 'x', 'playwright/driver/package/lib/client/stream.js'
 364988790, 769, 2654, 1, 'x', 'playwright/driver/package/lib/client/timeoutSettings.js'
 364989559, 1243, 4289, 1, 'x', 'playwright/driver/package/lib/client/tracing.js'
 364990802, 530, 1157, 1, 'x', 'playwright/driver/package/lib/client/types.js'
 364991332, 813, 2124, 1, 'x', 'playwright/driver/package/lib/client/video.js'
 364992145, 1463, 4841, 1, 'x', 'playwright/driver/package/lib/client/waiter.js'
 364993608, 524, 1215, 1, 'x', 'playwright/driver/package/lib/client/webError.js'
 364994132, 1067, 3118, 1, 'x', 'playwright/driver/package/lib/client/webSocket.js'
 364995199, 983, 2776, 1, 'x', 'playwright/driver/package/lib/client/worker.js'
 364996182, 602, 1418, 1, 'x', 'playwright/driver/package/lib/client/writableStream.js'
 364996784, 2697, 9197, 1, 'x', 'playwright/driver/package/lib/generated/bindingsControllerSource.js'
 364999481, 4967, 20466, 1, 'x', 'playwright/driver/package/lib/generated/clockSource.js'
 365004448, 60718, 302520, 1, 'x', 'playwright/driver/package/lib/generated/injectedScriptSource.js'
 365065166, 13168, 69514, 1, 'x', 'playwright/driver/package/lib/generated/pollingRecorderSource.js'
 365078334, 4062, 15484, 1, 'x', 'playwright/driver/package/lib/generated/storageScriptSource.js'
 365082396, 3162, 11580, 1, 'x', 'playwright/driver/package/lib/generated/utilityScriptSource.js'
 365085558, 3117, 12109, 1, 'x', 'playwright/driver/package/lib/generated/webSocketMockSource.js'
 365088675, 1016, 3386, 1, 'x', 'playwright/driver/package/lib/inProcessFactory.js'
 365089691, 112, 150, 1, 'x', 'playwright/driver/package/lib/inprocess.js'
 365089803, 1236, 3350, 1, 'x', 'playwright/driver/package/lib/outofprocess.js'
 365091039, 1910, 6741, 1, 'x', 'playwright/driver/package/lib/protocol/serializers.js'
 365092949, 13740, 219665, 1, 'x', 'playwright/driver/package/lib/protocol/validator.js'
 365106689, 1611, 6051, 1, 'x', 'playwright/driver/package/lib/protocol/validatorPrimitives.js'
 365108300, 1759, 5916, 1, 'x', 'playwright/driver/package/lib/remote/playwrightConnection.js'
 365110059, 3357, 13353, 1, 'x', 'playwright/driver/package/lib/remote/playwrightServer.js'
 365113416, 914, 2446, 1, 'x', 'playwright/driver/package/lib/server/accessibility.js'
 365114330, 5420, 18839, 1, 'x', 'playwright/driver/package/lib/server/android/android.js'
 365119750, 1958, 6531, 1, 'x', 'playwright/driver/package/lib/server/android/backendAdb.js'
 365121708, 1360, 4467, 1, 'x', 'playwright/driver/package/lib/server/artifact.js'
 365123068, 4305, 15973, 1, 'x', 'playwright/driver/package/lib/server/bidi/bidiBrowser.js'
 365127373, 2503, 6885, 1, 'x', 'playwright/driver/package/lib/server/bidi/bidiChromium.js'
 365129876, 1857, 6816, 1, 'x', 'playwright/driver/package/lib/server/bidi/bidiConnection.js'
 365131733, 2327, 9394, 1, 'x', 'playwright/driver/package/lib/server/bidi/bidiExecutionContext.js'
 365134060, 2010, 4980, 1, 'x', 'playwright/driver/package/lib/server/bidi/bidiFirefox.js'
 365136070, 1440, 4987, 1, 'x', 'playwright/driver/package/lib/server/bidi/bidiInput.js'
 365137510, 3461, 12894, 1, 'x', 'playwright/driver/package/lib/server/bidi/bidiNetworkManager.js'
 365140971, 1238, 3555, 1, 'x', 'playwright/driver/package/lib/server/bidi/bidiOverCdp.js'
 365142209, 4933, 18651, 1, 'x', 'playwright/driver/package/lib/server/bidi/bidiPage.js'
 365147142, 1346, 3537, 1, 'x', 'playwright/driver/package/lib/server/bidi/bidiPdf.js'
 365148488, 463, 902, 1, 'x', 'playwright/driver/package/lib/server/bidi/third_party/bidiCommands.d.js'
 365148951, 1070, 3267, 1, 'x', 'playwright/driver/package/lib/server/bidi/third_party/bidiDeserializer.js'
 365150021, 1402, 5606, 1, 'x', 'playwright/driver/package/lib/server/bidi/third_party/bidiKeyboard.js'
 365151423, 504, 1239, 1, 'x', 'playwright/driver/package/lib/server/bidi/third_party/bidiProtocol.js'
 365151927, 1900, 7068, 1, 'x', 'playwright/driver/package/lib/server/bidi/third_party/bidiProtocolCore.js'
 365153827, 660, 1585, 1, 'x', 'playwright/driver/package/lib/server/bidi/third_party/bidiProtocolPermissions.js'
 365154487, 1347, 4093, 1, 'x', 'playwright/driver/package/lib/server/bidi/third_party/bidiSerializer.js'
 365155834, 4371, 12079, 1, 'x', 'playwright/driver/package/lib/server/bidi/third_party/firefoxPrefs.js'
 365160205, 1783, 5788, 1, 'x', 'playwright/driver/package/lib/server/browser.js'
 365161988, 7022, 26753, 1, 'x', 'playwright/driver/package/lib/server/browserContext.js'
 365169010, 4184, 15129, 1, 'x', 'playwright/driver/package/lib/server/browserType.js'
 365173194, 1032, 2861, 1, 'x', 'playwright/driver/package/lib/server/callLog.js'
 365174226, 16038, 16565, 1, 'x', 'playwright/driver/package/lib/server/chromium/appIcon.png'
 365190264, 5249, 17708, 1, 'x', 'playwright/driver/package/lib/server/chromium/chromium.js'
 365195513, 1640, 3964, 1, 'x', 'playwright/driver/package/lib/server/chromium/chromiumSwitches.js'
 365197153, 2247, 8269, 1, 'x', 'playwright/driver/package/lib/server/chromium/crAccessibility.js'
 365199400, 5429, 21193, 1, 'x', 'playwright/driver/package/lib/server/chromium/crBrowser.js'
 365204829, 2152, 7691, 1, 'x', 'playwright/driver/package/lib/server/chromium/crConnection.js'
 365206981, 2127, 8886, 1, 'x', 'playwright/driver/package/lib/server/chromium/crCoverage.js'
 365209108, 1618, 4504, 1, 'x', 'playwright/driver/package/lib/server/chromium/crDevTools.js'
 365210726, 1534, 4972, 1, 'x', 'playwright/driver/package/lib/server/chromium/crDragDrop.js'
 365212260, 2076, 6627, 1, 'x', 'playwright/driver/package/lib/server/chromium/crExecutionContext.js'
 365214336, 1840, 6600, 1, 'x', 'playwright/driver/package/lib/server/chromium/crInput.js'
 365216176, 6400, 30512, 1, 'x', 'playwright/driver/package/lib/server/chromium/crNetworkManager.js'
 365222576, 10475, 46980, 1, 'x', 'playwright/driver/package/lib/server/chromium/crPage.js'
 365233051, 1423, 3954, 1, 'x', 'playwright/driver/package/lib/server/chromium/crPdf.js'
 365234474, 1807, 5456, 1, 'x', 'playwright/driver/package/lib/server/chromium/crProtocolHelper.js'
 365236281, 1548, 5006, 1, 'x', 'playwright/driver/package/lib/server/chromium/crServiceWorker.js'
 365237829, 1043, 4406, 1, 'x', 'playwright/driver/package/lib/server/chromium/defaultFontFamilies.js'
 365238872, 359, 751, 1, 'x', 'playwright/driver/package/lib/server/chromium/protocol.d.js'
 365239231, 1641, 4593, 1, 'x', 'playwright/driver/package/lib/server/chromium/videoRecorder.js'
 365240872, 1701, 6495, 1, 'x', 'playwright/driver/package/lib/server/clock.js'
 365242573, 3555, 13169, 1, 'x', 'playwright/driver/package/lib/server/codegen/csharp.js'
 365246128, 3094, 11818, 1, 'x', 'playwright/driver/package/lib/server/codegen/java.js'
 365249222, 3231, 11558, 1, 'x', 'playwright/driver/package/lib/server/codegen/javascript.js'
 365252453, 726, 1751, 1, 'x', 'playwright/driver/package/lib/server/codegen/jsonl.js'
 365253179, 1300, 4183, 1, 'x', 'playwright/driver/package/lib/server/codegen/language.js'
 365254479, 698, 2210, 1, 'x', 'playwright/driver/package/lib/server/codegen/languages.js'
 365255177, 2965, 10986, 1, 'x', 'playwright/driver/package/lib/server/codegen/python.js'
 365258142, 356, 741, 1, 'x', 'playwright/driver/package/lib/server/codegen/types.js'
 365258498, 655, 1599, 1, 'x', 'playwright/driver/package/lib/server/console.js'
 365259153, 1811, 5881, 1, 'x', 'playwright/driver/package/lib/server/cookieStore.js'
 365260964, 2555, 9009, 1, 'x', 'playwright/driver/package/lib/server/debugController.js'
 365263519, 1336, 4112, 1, 'x', 'playwright/driver/package/lib/server/debugger.js'
 365264855, 744, 1843, 1, 'x', 'playwright/driver/package/lib/server/deviceDescriptors.js'
 365265599, 2873, 54181, 1, 'x', 'playwright/driver/package/lib/server/deviceDescriptorsSource.json'
 365268472, 1212, 3677, 1, 'x', 'playwright/driver/package/lib/server/dialog.js'
 365269684, 2562, 9508, 1, 'x', 'playwright/driver/package/lib/server/dispatchers/androidDispatcher.js'
 365272246, 1399, 4542, 1, 'x', 'playwright/driver/package/lib/server/dispatchers/artifactDispatcher.js'
 365273645, 4269, 19664, 1, 'x', 'playwright/driver/package/lib/server/dispatchers/browserContextDispatcher.js'
 365277914, 1481, 5727, 1, 'x', 'playwright/driver/package/lib/server/dispatchers/browserDispatcher.js'
 365279395, 887, 3023, 1, 'x', 'playwright/driver/package/lib/server/dispatchers/browserTypeDispatcher.js'
 365280282, 746, 1904, 1, 'x', 'playwright/driver/package/lib/server/dispatchers/cdpSessionDispatcher.js'
 365281028, 977, 3449, 1, 'x', 'playwright/driver/package/lib/server/dispatchers/debugControllerDispatcher.js'
 365282005, 718, 1795, 1, 'x', 'playwright/driver/package/lib/server/dispatchers/dialogDispatcher.js'
 365282723, 3822, 15165, 1, 'x', 'playwright/driver/package/lib/server/dispatchers/dispatcher.js'
 365286545, 1214, 4180, 1, 'x', 'playwright/driver/package/lib/server/dispatchers/electronDispatcher.js'
 365287759, 1612, 7941, 1, 'x', 'playwright/driver/package/lib/server/dispatchers/elementHandlerDispatcher.js'
 365289371, 2185, 11390, 1, 'x', 'playwright/driver/package/lib/server/dispatchers/frameDispatcher.js'
 365291556, 1146, 3784, 1, 'x', 'playwright/driver/package/lib/server/dispatchers/jsHandleDispatcher.js'
 365292702, 721, 1940, 1, 'x', 'playwright/driver/package/lib/server/dispatchers/jsonPipeDispatcher.js'
 365293423, 2091, 6427, 1, 'x', 'playwright/driver/package/lib/server/dispatchers/localUtilsDispatcher.js'
 365295514, 1986, 8280, 1, 'x', 'playwright/driver/package/lib/server/dispatchers/networkDispatchers.js'
 365297500, 3666, 16730, 1, 'x', 'playwright/driver/package/lib/server/dispatchers/pageDispatcher.js'
 365301166, 1441, 5661, 1, 'x', 'playwright/driver/package/lib/server/dispatchers/playwrightDispatcher.js'
 365302607, 919, 2553, 1, 'x', 'playwright/driver/package/lib/server/dispatchers/streamDispatcher.js'
 365303526, 867, 2553, 1, 'x', 'playwright/driver/package/lib/server/dispatchers/tracingDispatcher.js'
 365304393, 2365, 8325, 1, 'x', 'playwright/driver/package/lib/server/dispatchers/webSocketRouteDispatcher.js'
 365306758, 1144, 3463, 1, 'x', 'playwright/driver/package/lib/server/dispatchers/writableStreamDispatcher.js'
 365307902, 7377, 34206, 1, 'x', 'playwright/driver/package/lib/server/dom.js'
 365315279, 1105, 2931, 1, 'x', 'playwright/driver/package/lib/server/download.js'
 365316384, 3691, 11842, 1, 'x', 'playwright/driver/package/lib/server/electron/electron.js'
 365320075, 467, 975, 1, 'x', 'playwright/driver/package/lib/server/electron/loader.js'
 365320542, 926, 2459, 1, 'x', 'playwright/driver/package/lib/server/errors.js'
 365321468, 6522, 25100, 1, 'x', 'playwright/driver/package/lib/server/fetch.js'
 365327990, 560, 1367, 1, 'x', 'playwright/driver/package/lib/server/fileChooser.js'
 365328550, 1499, 3938, 1, 'x', 'playwright/driver/package/lib/server/fileUploadUtils.js'
 365330049, 2036, 7045, 1, 'x', 'playwright/driver/package/lib/server/firefox/ffAccessibility.js'
 365332085, 4500, 18694, 1, 'x', 'playwright/driver/package/lib/server/firefox/ffBrowser.js'
 365336585, 1579, 5366, 1, 'x', 'playwright/driver/package/lib/server/firefox/ffConnection.js'
 365338164, 2003, 6489, 1, 'x', 'playwright/driver/package/lib/server/firefox/ffExecutionContext.js'
 365340167, 1227, 4582, 1, 'x', 'playwright/driver/package/lib/server/firefox/ffInput.js'
 365341394, 2931, 9965, 1, 'x', 'playwright/driver/package/lib/server/firefox/ffNetworkManager.js'
 365344325, 5333, 22983, 1, 'x', 'playwright/driver/package/lib/server/firefox/ffPage.js'
 365349658, 1870, 4726, 1, 'x', 'playwright/driver/package/lib/server/firefox/firefox.js'
 365351528, 359, 751, 1, 'x', 'playwright/driver/package/lib/server/firefox/protocol.d.js'
 365351887, 1167, 3220, 1, 'x', 'playwright/driver/package/lib/server/formData.js'
 365353054, 2020, 7272, 1, 'x', 'playwright/driver/package/lib/server/frameSelectors.js'
 365355074, 12582, 60808, 1, 'x', 'playwright/driver/package/lib/server/frames.js'
 365367656, 2056, 5692, 1, 'x', 'playwright/driver/package/lib/server/har/harRecorder.js'
 365369712, 5477, 24343, 1, 'x', 'playwright/driver/package/lib/server/har/harTracer.js'
 365375189, 2029, 5977, 1, 'x', 'playwright/driver/package/lib/server/harBackend.js'
 365377218, 1452, 3886, 1, 'x', 'playwright/driver/package/lib/server/helper.js'
 365378670, 759, 2501, 1, 'x', 'playwright/driver/package/lib/server/index.js'
 365379429, 2755, 10072, 1, 'x', 'playwright/driver/package/lib/server/input.js'
 365382184, 951, 2536, 1, 'x', 'playwright/driver/package/lib/server/instrumentation.js'
 365383135, 2955, 10769, 1, 'x', 'playwright/driver/package/lib/server/javascript.js'
 365386090, 2132, 5636, 1, 'x', 'playwright/driver/package/lib/server/launchApp.js'
 365388222, 2651, 9143, 1, 'x', 'playwright/driver/package/lib/server/localUtils.js'
 365390873, 1383, 6337, 1, 'x', 'playwright/driver/package/lib/server/macEditingCommands.js'
 365392256, 5314, 20350, 1, 'x', 'playwright/driver/package/lib/server/network.js'
 365397570, 8106, 33279, 1, 'x', 'playwright/driver/package/lib/server/page.js'
 365405676, 1033, 2989, 1, 'x', 'playwright/driver/package/lib/server/pipeTransport.js'
 365406709, 984, 2999, 1, 'x', 'playwright/driver/package/lib/server/playwright.js'
 365407693, 1300, 3863, 1, 'x', 'playwright/driver/package/lib/server/progress.js'
 365408993, 743, 1842, 1, 'x', 'playwright/driver/package/lib/server/protocolError.js'
 365409736, 4516, 18663, 1, 'x', 'playwright/driver/package/lib/server/recorder.js'
 365414252, 1624, 4749, 1, 'x', 'playwright/driver/package/lib/server/recorder/chat.js'
 365415876, 4135, 16449, 1, 'x', 'playwright/driver/package/lib/server/recorder/recorderApp.js'
 365420011, 1351, 4770, 1, 'x', 'playwright/driver/package/lib/server/recorder/recorderRunner.js'
 365421362, 997, 2873, 1, 'x', 'playwright/driver/package/lib/server/recorder/recorderSignalProcessor.js'
 365422359, 1869, 6104, 1, 'x', 'playwright/driver/package/lib/server/recorder/recorderUtils.js'
 365424228, 872, 2118, 1, 'x', 'playwright/driver/package/lib/server/recorder/throttledFile.js'
 365425100, 2341, 7375, 1, 'x', 'playwright/driver/package/lib/server/registry/browserFetcher.js'
 365427441, 4670, 15869, 1, 'x', 'playwright/driver/package/lib/server/registry/dependencies.js'
 365432111, 11210, 66569, 1, 'x', 'playwright/driver/package/lib/server/registry/index.js'
 365443321, 3140, 36477, 1, 'x', 'playwright/driver/package/lib/server/registry/nativeDeps.js'
 365446461, 1760, 4936, 1, 'x', 'playwright/driver/package/lib/server/registry/oopDownloadBrowserMain.js'
 365448221, 3735, 14430, 1, 'x', 'playwright/driver/package/lib/server/screenshotter.js'
 365451956, 1273, 3851, 1, 'x', 'playwright/driver/package/lib/server/selectors.js'
 365453229, 4222, 15410, 1, 'x', 'playwright/driver/package/lib/server/socksClientCertificatesInterceptor.js'
 365457451, 1534, 4641, 1, 'x', 'playwright/driver/package/lib/server/socksInterceptor.js'
 365458985, 1777, 5541, 1, 'x', 'playwright/driver/package/lib/server/trace/recorder/snapshotter.js'
 365460762, 4833, 21329, 1, 'x', 'playwright/driver/package/lib/server/trace/recorder/snapshotterInjected.js'
 365465595, 5166, 22055, 1, 'x', 'playwright/driver/package/lib/server/trace/recorder/tracing.js'
 365470761, 1119, 3283, 1, 'x', 'playwright/driver/package/lib/server/trace/test/inMemorySnapshotter.js'
 365471880, 3024, 9848, 1, 'x', 'playwright/driver/package/lib/server/trace/viewer/traceViewer.js'
 365474904, 2109, 6697, 1, 'x', 'playwright/driver/package/lib/server/transport.js'
 365477013, 530, 1157, 1, 'x', 'playwright/driver/package/lib/server/types.js'
 365477543, 1863, 7907, 1, 'x', 'playwright/driver/package/lib/server/usKeyboardLayout.js'
 365479406, 747, 1751, 1, 'x', 'playwright/driver/package/lib/server/utils/ascii.js'
 365480153, 2459, 7774, 1, 'x', 'playwright/driver/package/lib/server/utils/comparators.js'
 365482612, 2370, 7581, 1, 'x', 'playwright/driver/package/lib/server/utils/crypto.js'
 365484982, 631, 1494, 1, 'x', 'playwright/driver/package/lib/server/utils/debug.js'
 365485613, 1508, 3838, 1, 'x', 'playwright/driver/package/lib/server/utils/debugLogger.js'
 365487121, 814, 2313, 1, 'x', 'playwright/driver/package/lib/server/utils/env.js'
 365487935, 598, 1465, 1, 'x', 'playwright/driver/package/lib/server/utils/eventsHelper.js'
 365488533, 657, 1579, 1, 'x', 'playwright/driver/package/lib/server/utils/expectUtils.js'
 365489190, 2083, 6681, 1, 'x', 'playwright/driver/package/lib/server/utils/fileUtils.js'
 365491273, 2109, 7423, 1, 'x', 'playwright/driver/package/lib/server/utils/happyEyeballs.js'
 365493382, 1515, 5656, 1, 'x', 'playwright/driver/package/lib/server/utils/hostPlatform.js'
 365494897, 2588, 8135, 1, 'x', 'playwright/driver/package/lib/server/utils/httpServer.js'
 365497485, 1141, 3015, 1, 'x', 'playwright/driver/package/lib/server/utils/image_tools/colorUtils.js'
 365498626, 1385, 4607, 1, 'x', 'playwright/driver/package/lib/server/utils/image_tools/compare.js'
 365500011, 1008, 2903, 1, 'x', 'playwright/driver/package/lib/server/utils/image_tools/imageChannel.js'
 365501019, 1102, 4019, 1, 'x', 'playwright/driver/package/lib/server/utils/image_tools/stats.js'
 365502121, 1126, 2740, 1, 'x', 'playwright/driver/package/lib/server/utils/linuxUtils.js'
 365503247, 2712, 8385, 1, 'x', 'playwright/driver/package/lib/server/utils/network.js'
 365505959, 1820, 5165, 1, 'x', 'playwright/driver/package/lib/server/utils/nodePlatform.js'
 365507779, 998, 2848, 1, 'x', 'playwright/driver/package/lib/server/utils/pipeTransport.js'
 365508777, 2735, 9325, 1, 'x', 'playwright/driver/package/lib/server/utils/processLauncher.js'
 365511512, 1007, 2516, 1, 'x', 'playwright/driver/package/lib/server/utils/profiler.js'
 365512519, 4517, 17519, 1, 'x', 'playwright/driver/package/lib/server/utils/socksProxy.js'
 365517036, 681, 1683, 1, 'x', 'playwright/driver/package/lib/server/utils/spawnAsync.js'
 365517717, 658, 1607, 1, 'x', 'playwright/driver/package/lib/server/utils/task.js'
 365518375, 1483, 4151, 1, 'x', 'playwright/driver/package/lib/server/utils/userAgent.js'
 365519858, 1611, 4748, 1, 'x', 'playwright/driver/package/lib/server/utils/wsServer.js'
 365521469, 915, 2399, 1, 'x', 'playwright/driver/package/lib/server/utils/zipFile.js'
 365522384, 739, 1916, 1, 'x', 'playwright/driver/package/lib/server/utils/zones.js'
 365523123, 359, 751, 1, 'x', 'playwright/driver/package/lib/server/webkit/protocol.d.js'
 365523482, 1663, 4455, 1, 'x', 'playwright/driver/package/lib/server/webkit/webkit.js'
 365525145, 2088, 7220, 1, 'x', 'playwright/driver/package/lib/server/webkit/wkAccessibility.js'
 365527233, 3640, 13884, 1, 'x', 'playwright/driver/package/lib/server/webkit/wkBrowser.js'
 365530873, 1600, 5361, 1, 'x', 'playwright/driver/package/lib/server/webkit/wkConnection.js'
 365532473, 1968, 6316, 1, 'x', 'playwright/driver/package/lib/server/webkit/wkExecutionContext.js'
 365534441, 1696, 5876, 1, 'x', 'playwright/driver/package/lib/server/webkit/wkInput.js'
 365536137, 2252, 7080, 1, 'x', 'playwright/driver/package/lib/server/webkit/wkInterceptableRequest.js'
 365538389, 11115, 51570, 1, 'x', 'playwright/driver/package/lib/server/webkit/wkPage.js'
 365549504, 1088, 3648, 1, 'x', 'playwright/driver/package/lib/server/webkit/wkProvisionalPage.js'
 365550592, 1366, 4308, 1, 'x', 'playwright/driver/package/lib/server/webkit/wkWorkers.js'
 365551958, 3271, 9501, 1, 'x', 'playwright/driver/package/lib/third_party/pixelmatch.js'
 365555229, 1055, 6148, 1, 'x', 'playwright/driver/package/lib/utils.js'
 365556284, 3025, 12962, 1, 'x', 'playwright/driver/package/lib/utils/isomorphic/ariaSnapshot.js'
 365559309, 505, 1126, 1, 'x', 'playwright/driver/package/lib/utils/isomorphic/assert.js'
